L1,L2,L3,Tag1,Tag2,Tag3,Tag4,Tag5,Flav1,Flav2,Flav3,Flav4,Flav5,Item Name
Desserts,Ice cream,Sorbet,Frozen food,Unhealthy option,,,,Sweet,Sour,,,,President's Choice Tangy Lemon Sorbet 500ml
Desserts,Ice cream,Sorbet,Frozen food,Vegetarian or vegan alternative,Unhealthy option,Grab & go prepared food or drink,,Sweet,,,,,Friendly's Vegan Passion Fruit Sorbet 500ml
Desserts,Ice cream,Sorbet,Frozen food,Organic or additive free,Low calorie alternative,,,Sweet,,,,,reduced-calorie Waitrose Pesticide-free Mango Sorbet 500ml
Desserts,Ice cream,Sorbet,Frozen food,Organic or additive free,Grab & go prepared food or drink,Low calorie alternative,,Sweet,Sour,,,,calorie-cut Mackie's Organic convenience Citrus Sorbet 500ml
Desserts,Ice cream,Sorbet,Frozen food,Grab & go prepared food or drink,Unhealthy option,,,Sweet,Umami,Salty,,,Halo Top grab & go Salted Caramel & Miso Sorbet 500ml
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Frozen food,,,Sweet,,,,,Aldi Frozen British-style Bread & Butter Pudding 400g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Animal produce,Unhealthy option,,Sweet,,,,,Asda Classic Bread & Butter Pudding 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Frozen food,Animal produce,Unhealthy option,Just cook food,Sweet,,,,,Birds Eye Classic Bread & Butter Pudding Frozen 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Animal produce,Just cook food,,,Sweet,,,,,London Bread & Butter Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Animal produce,Frozen food,Unhealthy option,Sweet,,,,,Frozen London Bread & Butter Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Low calorie alternative,Unhealthy option,Frozen food,Sweet,,,,,Frozen Uk Bread & Butter Pudding reduced-calorie 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Frozen food,Just cook food,,,Sweet,,,,,Frozen Traditional From britain Bread Pudding 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Unhealthy option,Frozen food,Animal produce,,Sweet,,,,,Iceland Frozen Traditional Bread & Butter Pudding 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Unhealthy option,Frozen food,Just cook food,,Sweet,,,,,Co-op Traditional Bread & Butter Pudding Frozen 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Unhealthy option,Animal produce,Just cook food,Low calorie alternative,Sweet,Salty,,,,calorie-conscious Sea Salt Toffee Bread Pudding 400g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Fresh,Unhealthy option,,Sweet,,,,,Marks & Spencer English Bread & Butter Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Special event or occasion,Just cook food,,,Sweet,Sour,,,,Morrisons Festive Lemon Drizzle Bread Pudding
Desserts,Puddings,Bread & sponge puddings,British cuisine,Animal produce,Organic or additive free,Just cook food,,Sweet,Sour,,,,Pesticide-free English Rhubarb Bread Pudding
Desserts,Puddings,Bread & sponge puddings,British cuisine,Organic or additive free,Just cook food,Low calorie alternative,,Sweet,Salty,Sour,,,Organic Sea Salt Caramel lean Bread Pudding
Desserts,Puddings,Bread & sponge puddings,British cuisine,Animal produce,Just cook food,Organic or additive free,Low calorie alternative,Sweet,Spicy,,,,Green Chilli calorie-lowered Bread Pudding
Desserts,Puddings,Bread & sponge puddings,British cuisine,Low calorie alternative,Animal produce,Just cook food,,Sweet,Bitter,,,,British Bread Pudding with calorie-smart Citrus Zest
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Unhealthy option,Animal produce,,Sweet,,,,,Sainsbury's Luxury Bread & Butter Pudding 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,,,,Sweet,,,,,Ocado Traditional Bread & Butter Pudding 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Animal produce,Unhealthy option,Just cook food,,Sweet,,,,,Tesco Classic Bread & Butter Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Unhealthy option,,,,Sweet,,,,,Lidl Classic Bread & Butter Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Unhealthy option,,,,Sweet,,,,,Farmfoods Classic Sticky Gingerbread Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Unhealthy option,,,Sweet,,,,,Costcutter Classic Sticky Toffee Bread Pudding 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Fresh,Just cook food,Unhealthy option,,Sweet,Umami,,,,Nisa Finest Sticky Toffee Bread Pudding
Desserts,Puddings,Bread & sponge puddings,British cuisine,Fresh,Unhealthy option,Animal produce,Just cook food,Sweet,,,,,Booths Farm-fresh London Bread Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Fresh,Just cook food,Animal produce,Unhealthy option,Sweet,,,,,Premier Just picked Traditional Bread & Butter Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Unhealthy option,Just cook food,Vegetarian or vegan alternative,Low calorie alternative,Sweet,,,,,B&M Low Fat Vegan Bread Pudding 400g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Low calorie alternative,Unhealthy option,,Sweet,,,,,SPAR Reduced Fat Uk Bread & Butter Pudding 400g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Vegetarian or vegan alternative,Just cook food,Unhealthy option,,Sweet,,,,,One Stop Vegan Bread & Butter Pudding 450g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Just cook food,Unhealthy option,,,Sweet,,,,,Traditional British Sticky Date Pudding 500g
Desserts,Puddings,Bread & sponge puddings,British cuisine,Grab & go prepared food or drink,Unhealthy option,,,Sweet,,,,,Waitrose Classic Bread Pudding Snack Pack
Desserts,Puddings,Other puddings,Just cook food,Vegetarian or vegan alternative,Special event or occasion,Frozen food,Unhealthy option,Sweet,Sour,,,,Frozen Vegetarian Lemon & Raspberry Celebration Pudding
Desserts,Puddings,Other puddings,Northern African cuisine,Frozen food,French cuisine,Just cook food,Unhealthy option,Sweet,,,,,Frozen From france & Moroccan Almond & Sugar syrup Pudding
Desserts,Puddings,Other puddings,Korean cuisine,Unhealthy option,Animal produce,Just cook food,,Sweet,Umami,,,,Dessert-like & Savoury Korean Style Soy & Egg Pudding
Desserts,Puddings,Other puddings,Mediterranean cuisine,Just cook food,Fresh,,,Sweet,Spicy,,,,Crisp Mediterranean Peppery Nectar Pudding
Desserts,Puddings,Other puddings,Mexican cuisine,Just cook food,Northern African cuisine,Unhealthy option,,Sweet,Salty,,,,Mexican & Moroccan Salted Dulce de Leche Flan
Desserts,Puddings,Other puddings,French cuisine,Just cook food,Animal produce,Organic or additive free,,Sweet,,,,,Green French Crème Brûlée Pudding
Desserts,Puddings,Other puddings,Organic or additive free,Just cook food,,,,Sweet,,,,,Naturally grown Vanilla Bean Panna Cotta
Desserts,Puddings,Other puddings,Animal produce,Unhealthy option,,,,Sweet,Salty,Umami,,,Salted Caramel Chocolate & Miso Custard Pot
Desserts,Puddings,Other puddings,South Asian cuisine,Caribbean cuisine,British cuisine,Unhealthy option,,Sweet,Bitter,,,,"South Asian, Uk & Caribbean Fiery Rum Pudding with Coffee"
Desserts,Puddings,Other puddings,British cuisine,Just cook food,,,,Sweet,,,,,Treacle Sponge Pudding - Ready to Heat
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,Frozen food,Just cook food,,Sweet,,,,,Aldi Frozen Blackberry & Apple Crumble
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,Just cook food,Frozen food,Animal produce,Sweet,,,,,Aunt Bessie's Frozen Bramley Apple & Blackberry Pie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,Frozen food,,,Sweet,Sour,,,,Mr Kipling Frozen Lemon & Raspberry Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,Just cook food,Frozen food,,Sweet,,,,,Sara Lee Frozen Toffee Apple Crumble
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,Unhealthy option,Frozen food,Animal produce,Sweet,,,,,Iceland Frozen Traditional Buttery Rhubarb Crumble
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,,,,Sweet,,,,,Morrisons Bramley Apple & Cinnamon Pie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Organic or additive free,Animal produce,Just cook food,,Sweet,Salty,,,,Chemical-free Salted Caramel Apple Pie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Animal produce,Just cook food,Unhealthy option,Fresh,Sweet,Spicy,,,,Tesco Finest Buttery Spice-infused Apple Crumble
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,Fresh,Unhealthy option,,Sweet,Sour,,,,Sainsbury's Farm-fresh Gooseberry & Lemon Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Fresh,Just cook food,Unhealthy option,,Sweet,Sour,,,,Asda Just picked Rhubarb & Custard Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,Unhealthy option,Frozen food,,Sweet,Sour,,,,Marks & Spencer Frozen Bramley Apple & Rhubarb Pie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Frozen food,Just cook food,,,Sweet,,,,,Co-op Frozen Bramley Apple Pie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Grab & go prepared food or drink,Frozen food,Unhealthy option,,Sweet,Umami,,,,Higgidy Frozen Cherry & Almond Bakewell Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,Just cook food,Frozen food,,Sweet,,,,,Holland's Frozen Raspberry & Almond Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Vegetarian or vegan alternative,Low calorie alternative,Frozen food,,Sweet,,,,,Pukka Frozen Vegan Fruit diet-friendly Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Low calorie alternative,Just cook food,Unhealthy option,Frozen food,Sweet,,,,,diet-friendly Greggs Frozen Pear & Ginger Crumble
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Low calorie alternative,Just cook food,,,Sweet,Sour,,,,Birds Eye Light Lemon & Rhubarb Crumble
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Special event or occasion,Just cook food,Low calorie alternative,,Sweet,Umami,,,,Betty Crocker Light Summer Berry Crumble with Pumpkin Seeds
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,Unhealthy option,Low calorie alternative,,Sweet,,,,,Dr. Oetker Bramley Apple Tart Reduced Calorie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Fresh,Unhealthy option,Low calorie alternative,Just cook food,Sweet,Bitter,Sour,,,Chef Pierre Lemon Tart with Grapefruit Zest lower-calorie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,Unhealthy option,,,Sweet,Sour,,,,Costco Tangy Lemon & Lime Pie
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,Unhealthy option,,,Sweet,Sour,,,,Dunnes Stores Zesty Lemon & Gooseberry Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,,,,Sweet,Sour,,,,Baker & Baker Zesty Lemon & Lime Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,,,,Sweet,,,,,Waitrose Bramley Apple & Blackberry Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,Just cook food,,,Sweet,,,,,Fortnum & Mason Bramley Apple & Toffee Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Unhealthy option,Fresh,,,Sweet,,,,,Booths Newly picked Raspberry & White Chocolate Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Just cook food,Fresh,,,Sweet,Spicy,,,,Ocado Crisp Hot Plum Tart
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Organic or additive free,Just cook food,Animal produce,Frozen food,Sweet,,,,,Whole Foods Market Naturally grown Buttery Bramley Apple & Cinnamon Crumble (Frozen)
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Frozen food,Organic or additive free,Just cook food,Special event or occasion,Sweet,,,,,Spar Pesticide-free Festive Mince Pie (Frozen)
Desserts,Puddings,"Pies, tarts & crumble",British cuisine,Frozen food,Just cook food,Organic or additive free,,Sweet,Salty,,,,Riverford Pesticide-free Salted Caramel Pear Tart (Frozen)
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Z-Man Games Carcassonne Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Kosmos Catan Settlers Strategy Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,House of Staunton Chess Master Tournament Edition Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Winning Moves Cluedo Classic Mystery Game
Entertainment & information,Board games,Board games,Special event or occasion,,,,,Non food,,,,,Cluedo Halloween Edition Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Czech Games Codenames Party Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Mattel Battleship Classic Naval Strategy Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Spin Master Battleship Naval Combat Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Winning Moves Boggle Word Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Mattel Connect 4 Classic Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Winning Moves Game of Life Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Ravensburger Guess Who? Classic Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Mattel Jenga Classic Stacking Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Hasbro Operation Skill Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Winning Moves Risk Junior Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Mattel Sorry! Classic Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Winning Moves Trouble Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Spin Master Twister Game
Entertainment & information,Board games,Board games,Special event or occasion,,,,,Non food,,,,,Monopoly Christmas Edition Board Game
Entertainment & information,Board games,Board games,Special event or occasion,,,,,Non food,,,,,Monopoly Festive Celebration Edition Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Z-Man Games Pandemic Cooperative Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Ravensburger Labyrinth Family Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Ravensburger Scotland Yard Detective Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Winning Moves Risk Strategy Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Mattel Scrabble Original Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Kosmos Settlers of Catan Seafarers Expansion Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Days of Wonder Ticket to Ride Europe Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Days of Wonder Ticket to Ride Nordic Countries Board Game
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Days of Wonder Ticket to Ride United Kingdom Expansion
Entertainment & information,Board games,Board games,,,,,,Non food,,,,,Winning Moves Trivial Pursuit Family Edition Board Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Azul Summer Pavilion Board Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Carcassonne Big Box Board Game Set
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Catan Cities & Knights Expansion Board Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Catan Explorers & Pirates Expansion Board Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Catan Seafarers Expansion Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Codenames: Deep Undercover Board Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Pandemic Legacy Season 1 Board Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Scrabble Deluxe Edition Board Game
Entertainment & information,Board games,Other board games,,,,,,Non food,,,,,Ticket to Ride Europe Board Game
Entertainment & information,Board games,Other board games,Special event or occasion,,,,,Non food,,,,,Monopoly Christmas Edition Tabletop Game
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Falcon Autumn Forest Pathway 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Jumbo Coastal Retreats 1000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Gibsons Enchanted Forest 1500-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Ravensburger Historical Events 2000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Schmidt Majestic Mountains 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Clementoni Nostalgic Moments 1000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Eurographics Scenic Landscapes 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Trefl Tranquil Countryside 1500-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Castorland Vintage Steam Trains 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Heye Classic British-style Landmarks 1000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Piatnik Coastal Wonders 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Educa Countryside Cottage 500-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Anatolian Garden Wildlife 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,MasterPieces Historic Architecture 1000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,White Mountain Scenic Railway Adventure 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Bluebird Seaside Escape 1000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Buffalo Games Tranquil Harbour 1000-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Ceaco Woodland Wildlife 1000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Jumbo Puzzle Collection 1500 Pieces
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Ravensburger City Skylines 1500-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Gibsons Famous Landmarks 2000-Piece Jigsaw
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Falcon Nature Scenes 500-Piece Puzzle
Entertainment & information,Board games,Puzzles,,,,,,Non food,,,,,Trefl Wildlife Adventure 1000-Piece Jigsaw
